fecha,numero_carrera,distancia_pista,grupo,nombre_caballo,tiempo,ult_div,penult_div,posicion,cuerpos_ult,cuerpos_penult,distancia_c,lote,jinete_act,jinete_gana,jinete_rep_mon,trainer_act,trainer_gana,resultado
13-12-2020,8,1200,2,castizo,73.3,800,200,8,16.25,10.75,3,3,19,0,1,154,22,3
13-12-2020,8,1200,2,jet,75.1,2600,2600,9,16.25,15,1,3,62,5,1,11,1,9
13-12-2020,8,1200,2,don mar,74.4,10000,10000,8,14,12.75,1,3,19,0,1,42,0,2
13-12-2020,8,1200,2,campo,73.4,1200,1600,10,7.75,22,3,2,129,13,1,29,2,8
13-12-2020,9,1400,6,northern,87.4,9000,9000,1,0,0,2,2,62,5,3,87,8,7
13-12-2020,9,1400,6,it comes,86.3,10000,10000,3,4.75,11.75,3,3,21,1,3,105,10,10
13-12-2020,9,1400,6,round,86,10000,10000,9,18,12.25,0,2,78,1,3,35,2,6
13-12-2020,9,1400,6,citation,86.4,10000,10000,3,12.25,11,2,2,124,17,3,12,1,3
13-12-2020,9,1400,6,el afan,86.4,10000,3600,5,14.5,9.5,2,2,60,7,3,12,1,5
13-12-2020,9,1400,6,skyhook,84.2,10000,1600,10,18,9.25,2,3,4,0,1,106,8,2
13-12-2020,9,1400,6,el cati,87.3,10000,2300,10,18.25,17,2,4,31,2,1,116,4,11
13-12-2020,9,1400,6,king,86.1,600,200,1,0,2.75,3,3,105,15,1,69,12,1
13-12-2020,9,1400,6,juan,89.3,7900,6900,10,11,25,2,1,7,0,1,33,2,9
13-12-2020,9,1400,6,storm,86.4,3100,550,4,14.5,0.5,2,3,57,5,1,97,12,8
13-12-2020,9,1400,6,tito,85,1800,1800,5,5.5,0.75,3,2,17,0,1,33,2,12
13-12-2020,9,1400,6,asies,85.3,2100,2100,8,17.5,17.5,2,4,108,27,1,18,1,4
13-12-2020,10,1600,2,black,97.4,1000,1000,2,1.75,4.25,3,2,124,17,3,108,16,3
13-12-2020,10,1600,2,barry,100,600,600,1,0,0,1,1,108,27,3,78,14,0
13-12-2020,10,1600,2,conti,100,400,400,2,5.5,3.25,1,3,105,15,1,78,14,6
13-12-2020,10,1600,2,baby,100,770,770,1,0,0,3,1,68,13,1,105,10,7
13-12-2020,10,1600,2,power,99.3,390,390,1,0,6.5,3,2,91,12,1,165,22,1
13-12-2020,10,1600,2,amor,100.2,1430,1430,3,0.75,0.75,1,2,112,13,3,65,4,2
13-12-2020,10,1600,2,eme eme,101.3,1200,1200,1,0,0,2,1,107,7,1,261,37,10
13-12-2020,10,1600,2,azzam,100.3,1300,1300,5,2,12.25,3,2,136,17,1,154,22,5
13-12-2020,10,1600,2,thas iron,100.1,230,230,5,6.5,0.5,1,2,116,5,1,261,37,4
13-12-2020,10,1600,2,rey vul,100.2,1170,1170,2,0.5,15,1,2,52,6,1,60,6,8
13-12-2020,10,1600,2,ayacu,100,780,520,5,4,3.5,3,2,118,24,1,165,22,9
19-12-2020,1,1100,3,stay,67.1,5900,5900,5,5,5,1,2,24,1,3,274,40,0
19-12-2020,1,1100,3,unstopp,67.2,760,760,5,2.5,7.75,0,2,28,2,1,5,0,2
19-12-2020,1,1100,3,jet secu,68.1,3800,3800,9,11.75,16.25,1,2,84,2,1,13,1,9
19-12-2020,1,1100,3,four illus,65.3,1800,500,5,6.25,8.25,3,3,57,6,1,72,13,5
19-12-2020,1,1100,3,piko,66.3,2900,10000,4,5,10.5,1,3,69,5,3,164,22,10
19-12-2020,1,1100,3,running,67.3,10000,10000,3,2.75,13.25,1,2,111,7,1,274,40,7
19-12-2020,1,1100,3,lan,68,1200,2200,8,13,8.5,1,2,124,5,3,46,3,3
19-12-2020,1,1100,3,born,66.3,10000,10000,7,9.5,8.25,1,3,32,3,1,72,13,8
19-12-2020,1,1100,3,el gran,67.1,456,456,4,2.25,7,1,2,47,1,3,47,1,6
19-12-2020,1,1100,3,aposti,66.1,450,875,1,0,2.75,3,2,57,3,1,99,13,4
19-12-2020,1,1100,3,sr fidel,65.1,220,260,3,0.5,0.5,3,3,116,16,1,99,13,1
19-12-2020,2,1200,2,polux,74.4,3150,3150,1,0,0,3,1,42,1,1,274,40,10
19-12-2020,2,1200,2,lager,73.4,1350,1350,1,0,0,3,1,134,19,3,172,24,3
19-12-2020,2,1200,2,rosa,73.4,1575,1575,1,0,0,3,1,147,19,3,99,13,6
19-12-2020,2,1200,2,reina,72.4,500,500,2,4.5,4.5,1,2,102,13,3,124,22,1
19-12-2020,2,1200,2,esmeral,73,700,1000,4,7,3.25,3,3,132,26,3,112,15,7
19-12-2020,2,1200,2,saint,73.4,8200,1400,7,13.75,7,1,2,64,6,1,186,27,8
19-12-2020,2,1200,2,gran mari,72.3,300,200,2,0.5,1,3,3,26,1,3,99,12,2
19-12-2020,2,1200,2,la campe,73.3,4050,4050,8,13.25,13.25,1,2,124,5,1,114,8,4
19-12-2020,2,1200,2,serrate,74.3,10000,10000,1,0,0,3,1,23,1,1,77,4,9
19-12-2020,2,1200,2,queen,73.2,1000,800,5,8,12,3,2,111,7,1,88,5,5
19-12-2020,3,1400,3,la gene,90.4,1750,1750,9,30.75,17.25,2,2,32,3,1,114,8,9
19-12-2020,3,1400,3,miss,90.1,1225,1225,3,20.25,5.75,3,2,35,2,1,77,4,7
19-12-2020,3,1400,3,danger,89.4,10000,10000,5,6.5,4.5,2,3,124,5,1,114,8,2
19-12-2020,3,1400,3,miss kami,89.3,1300,1300,2,18,5.5,3,2,17,0,1,114,8,4
19-12-2020,3,1400,3,cumana,88.1,3900,3900,8,9.75,5.25,3,3,64,6,3,91,8,3
19-12-2020,3,1400,3,espec,86.1,193,193,1,0,0.5,3,2,116,16,3,99,12,1
19-12-2020,4,1400,2,chanta,88,1100,1000,7,4,4,3,3,116,27,3,1,0,4
19-12-2020,4,1400,2,diosa,87.4,3400,1600,7,12.75,5.5,2,3,47,3,1,45,1,1
19-12-2020,4,1400,2,templada,87.1,1900,600,3,4.25,3.25,3,2,116,16,3,86,14,2
19-12-2020,4,1400,2,marian,87.4,5500,5500,9,9,9,3,1,87,3,3,172,24,10
19-12-2020,4,1400,2,lady,88.4,10000,10000,5,10.5,11.75,2,3,102,13,3,124,22,3
19-12-2020,4,1400,2,the shot,89,2100,2100,10,12.25,15,3,2,112,27,1,86,20,7
19-12-2020,4,1400,2,little,88.1,10000,4100,6,15.25,7.75,3,3,134,19,1,115,17,9
19-12-2020,4,1400,2,amapola,90.3,10000,4900,11,12.25,14,2,2,84,2,3,37,2,8
19-12-2020,4,1400,2,maroon,88.1,1700,700,7,8.25,8.5,2,3,64,6,1,123,6,0
19-12-2020,4,1400,2,yunja,86.3,1380,1380,1,0,0,3,1,160,31,3,86,14,5
19-12-2020,4,1400,2,go vicky,87.3,5300,5300,7,6,6,2,1,28,2,1,125,26,6
19-12-2020,4,1400,2,second,87.1,525,525,3,4.25,3,2,3,71,13,1,14,1,12
19-12-2020,5,1300,2,lore,82.3,1100,1700,5,15.75,12.25,2,3,28,2,1,118,4,10
19-12-2020,5,1300,2,pelusi,83.1,3000,3000,11,23.75,23.75,3,1,42,1,1,91,8,8
19-12-2020,5,1300,2,adrimar,82.4,1200,1200,7,8.75,9.25,2,3,35,2,1,112,11,2
19-12-2020,5,1300,2,miss fun,84,2500,1500,9,15,14,3,3,26,1,1,29,5,7
19-12-2020,5,1300,2,nany,82,550,1200,2,0.75,11.25,3,3,57,3,3,99,13,5
19-12-2020,5,1300,2,queen,82.4,7200,2800,8,10.25,22.5,2,3,111,7,3,14,1,4
19-12-2020,5,1300,2,estrella,82.3,300,400,6,8.75,10.25,3,3,124,5,1,114,8,3
19-12-2020,5,1300,2,karamelo,82.2,260,550,4,3,3,2,3,147,19,1,61,2,1
19-12-2020,5,1300,2,thunder,85.3,9700,9700,13,33.75,12.25,2,1,46,3,3,58,0,9
19-12-2020,5,1300,2,semblanza,83,3200,2900,6,5.75,15.5,2,3,22,1,1,114,8,6
19-12-2020,7,1300,1,zaizai,83,4800,10000,7,12,10,2,3,17,0,1,66,2,0
19-12-2020,7,1300,1,kebira,82.2,9100,7200,4,4.25,18.75,2,3,21,0,1,112,15,3
19-12-2020,7,1300,1,rachel,82.3,5800,10000,9,12.25,11.5,2,3,111,7,1,30,1,0
19-12-2020,7,1300,1,las mares,82.2,10000,6000,8,22.75,17.25,2,3,133,14,3,45,1,9
19-12-2020,7,1300,1,bugiarda,82.1,1000,1600,2,3,11,3,3,69,5,3,69,5,1
19-12-2020,7,1300,1,the great,83.4,10000,10000,6,9.25,20.25,2,3,6,0,3,123,6,4
19-12-2020,7,1300,1,cappadocia,81.3,300,180,2,3,4.25,3,3,116,16,1,172,24,0
19-12-2020,7,1300,1,la mado,84,1900,1600,7,9.75,17.25,1,3,84,2,3,34,2,6
19-12-2020,7,1300,1,black diva,81.2,350,260,6,7.75,6.75,3,3,68,8,1,172,24,2
19-12-2020,8,1400,2,campeon,87.2,2080,2080,7,8,8,1,1,35,2,1,72,13,7
19-12-2020,8,1400,2,black,85.4,670,670,3,7,7,3,1,134,19,3,115,17,5
19-12-2020,8,1400,2,my will,86.4,5100,10000,12,17.25,19.75,2,2,124,5,3,30,4,3
19-12-2020,8,1400,2,catire,86.4,500,500,3,1.75,1.75,3,3,133,14,3,274,40,6
19-12-2020,8,1400,2,aaron,86.1,730,730,1,0,0,3,1,35,6,3,72,13,2
19-12-2020,8,1400,2,golden,87.3,3800,3800,10,23,16.75,2,3,47,1,1,37,4,14
19-12-2020,8,1400,2,mister,88.4,10000,10000,9,13.75,19.25,2,3,42,1,1,114,8,10
19-12-2020,8,1400,2,north,86,1100,3100,3,5.75,6,3,3,102,13,1,45,7,1
19-12-2020,8,1400,2,draxler,86.1,10000,10000,1,0,0,2,1,66,8,3,112,11,4
19-12-2020,8,1400,2,rey,86,1800,4200,4,5.75,5.5,3,3,132,26,3,124,22,9
19-12-2020,8,1400,2,the expec,86,10000,10000,9,22.25,22.25,3,1,64,6,1,123,6,12
19-12-2020,8,1400,2,love and,86.1,730,730,1,0,0,3,3,147,19,1,128,8,13
19-12-2020,8,1400,2,extraor,86.4,1800,1800,1,0,0,3,1,28,2,1,125,26,11
19-12-2020,8,1400,2,fulmine,86.3,7300,5200,7,9.25,7.5,2,3,54,8,3,125,26,8
19-12-2020,9,1400,2,diavo,88.2,10000,10000,7,6.25,13,2,3,26,1,1,99,13,3
19-12-2020,9,1400,2,lady,89.1,1000,1800,8,11,6.5,3,3,46,3,1,99,13,6
19-12-2020,9,1400,2,fasci,89,300,350,6,7.75,10.75,1,3,160,31,1,1,1,9
19-12-2020,9,1400,2,mother,89.1,10000,5000,8,9.5,12.5,2,3,69,5,1,36,2,11
19-12-2020,9,1400,2,moon,88.2,800,900,2,2,7,2,3,23,1,3,45,1,5
19-12-2020,9,1400,2,labibe,87.1,300,1500,2,0.5,5,3,3,134,19,1,115,17,2
19-12-2020,9,1400,2,la ceiba,88.3,2070,2070,1,0,0,3,1,133,14,3,45,1,8
19-12-2020,9,1400,2,bisog,88.1,2200,1900,4,5.25,3,3,3,28,2,1,125,26,10
19-12-2020,9,1400,2,racing,87.2,800,800,3,2.25,2.25,3,2,54,8,3,66,4,4
19-12-2020,9,1400,2,dubai,88.1,110,110,4,5.5,5.25,3,3,102,13,3,86,20,1
19-12-2020,9,1400,2,warrior,88.4,5900,7000,9,9.25,15.25,3,2,111,7,1,42,2,7
19-12-2020,9,1400,2,brown wid,88,10000,10000,5,8.5,8.5,3,2,64,6,1,115,17,12
19-12-2020,9,1400,2,inspire,88,1200,900,11,15.25,8.75,3,3,17,0,3,114,8,13
19-12-2020,10,1200,1,sol ,75,1300,10000,9,6.5,10,3,3,111,7,3,88,5,3
19-12-2020,10,1200,1,gerladino,77,2500,1200,10,16,18.75,1,3,35,2,1,65,6,11
19-12-2020,10,1200,1,king,75.2,10000,10000,9,14,11,1,3,31,1,3,55,2,12
19-12-2020,10,1200,1,bitcoin,75.2,5000,5000,9,13.75,13.75,1,3,71,13,1,18,0,2
19-12-2020,10,1200,1,grillero,73.2,600,600,6,0,0,0,3,160,31,1,274,40,1
19-12-2020,10,1200,1,american,75.1,4100,10000,7,9,12.25,1,3,102,13,1,124,22,7
19-12-2020,10,1200,1,new roc,73.4,450,800,3,0.5,11.75,3,3,132,26,1,124,22,5
19-12-2020,10,1200,1,hector,73.4,500,7500,5,8.75,5,1,3,112,27,1,72,13,4
19-12-2020,10,1200,1,sakuraba,74.2,500,1600,5,12.75,5.75,1,3,147,19,3,274,40,8
19-12-2020,10,1200,1,gray,74.1,1600,450,5,2.5,21,0,3,134,19,1,30,4,9
19-12-2020,10,1200,1,matosin,76,4100,4100,7,15.5,15.5,1,3,64,6,3,123,6,6
19-12-2020,11,1200,7,ca�onera,71.4,560,560,2,4,4,3,3,43,2,3,128,8,4
19-12-2020,11,1200,7,la de plata,72.1,6000,6000,4,6.25,6.25,3,1,28,2,1,99,13,9
19-12-2020,11,1200,7,catira,72.1,1400,1400,3,8.5,8.5,3,1,102,13,1,124,22,3
19-12-2020,11,1200,7,la sono,72.2,2000,2000,1,0,0,3,1,147,19,1,65,6,0
19-12-2020,11,1200,7,gran bam,71.4,400,400,1,0,0,3,3,116,27,3,186,27,1
19-12-2020,11,1200,7,marse,71,420,420,3,1.75,1.75,3,2,134,19,1,115,17,8
19-12-2020,11,1200,7,mia faus,69.4,1100,300,1,0,0,3,3,112,27,3,125,26,11
19-12-2020,11,1200,7,secreta,72.1,600,600,3,9.75,5,3,3,160,31,3,274,40,2
19-12-2020,11,1200,7,gran aleja,71.3,750,750,4,2,1,3,3,64,6,1,112,11,7
19-12-2020,11,1200,7,la estric,72.2,300,300,5,3,5.25,3,3,132,26,1,124,22,10
19-12-2020,11,1200,7,visiona,72.1,520,520,4,2.25,1,1,3,116,16,1,85,14,5
19-12-2020,11,1200,7,queen,72.2,875,875,1,0,0,3,3,54,8,3,115,17,6
19-12-2020,12,1300,1,el gran,79.3,180,3500,2,6.5,10.25,1,3,160,31,1,274,40,1
19-12-2020,12,1300,1,zoom,81,2000,7800,2,7.25,7.25,2,3,64,6,1,123,6,3
19-12-2020,12,1300,1,gold,82.4,1200,2900,10,14,19.25,2,3,66,8,3,172,24,5
19-12-2020,12,1300,1,porland,83.3,4500,4100,13,21,11,0,3,25,1,1,71,5,12
19-12-2020,12,1300,1,mr gil,85.4,400,400,8,14.25,14.25,0,3,42,1,1,118,4,0
19-12-2020,12,1300,1,gran tor,81.4,450,260,4,8.25,5.25,3,3,32,3,1,72,13,2
19-12-2020,12,1300,1,youtuber,83,250,250,2,0.5,0.5,1,3,21,0,1,112,11,9
19-12-2020,12,1300,1,se�or,81,1900,450,5,18.75,9.75,1,3,25,2,3,77,4,10
19-12-2020,12,1300,1,white,83,3100,3000,4,8,14.75,2,3,23,1,1,77,4,4
19-12-2020,12,1300,1,money,83,10000,4600,8,20.5,25.5,2,3,133,14,1,86,7,8
19-12-2020,12,1300,1,chely,82.2,220,3700,5,3.75,9.25,3,3,47,1,1,37,2,7
20-12-2020,1,1100,3,siguaraya,67.2,0,0,8,8.5,11,3,3,56,4,1,102,16,1
20-12-2020,1,1100,3,princesa zoe,70.2,0,0,13,13,3.5,1,3,21,0,1,112,11,2
20-12-2020,1,1100,3,princesa eliza,66.2,0,0,3,0.5,1.25,3,2,32,3,3,128,8,3
20-12-2020,1,1100,3,italian music,70,0,0,10,11,16,1,3,28,2,1,118,4,4
20-12-2020,1,1100,3,roadstar,69.1,0,0,8,14,14,1,2,47,3,1,112,15,5
20-12-2020,1,1100,3,srta ricarda,67.2,0,0,4,1,8.25,3,3,160,31,3,99,12,6
20-12-2020,1,1100,3,bella flamingo,67.2,0,0,4,2.25,13,1,2,66,8,3,172,24,7
20-12-2020,1,1100,3,gran primavera,66,0,0,4,4.75,0.2,1,2,147,19,1,99,13,8
20-12-2020,1,1100,3,princesa furgal,67.1,0,0,3,1.5,3.5,3,2,47,1,3,9,0,9
20-12-2020,1,1100,3,soy de mariana,66.3,0,0,2,1.25,2.5,3,2,102,13,3,66,4,10
20-12-2020,1,1100,3,fiora,67.4,0,0,3,2.5,8.75,3,3,19,2,1,116,25,11
20-12-2020,1,1100,3,dona popa,68.1,0,0,5,1.5,1.5,1,3,102,13,1,74,14,12
20-12-2020,1,1100,3,lady di,69.4,0,0,11,17,15,1,3,16,0,1,95,11,13
20-12-2020,1,1100,3,la mostrix,67.4,0,0,5,3.75,0.25,3,2,19,2,1,101,15,14
20-12-2020,2,1200,2,msoromonty,73.1,0,0,1,0,7.25,3,1,134,19,1,66,12,1
20-12-2020,2,1200,2,barrywhite,72.1,0,0,1,0,1,3,1,126,13,1,172,24,2
20-12-2020,2,1200,2,strength monaco,73,0,0,9,16,0,1,2,123,13,1,172,24,3
20-12-2020,2,1200,2,incondicional,73.1,0,0,8,15,0.2,3,2,160,31,3,150,22,4
20-12-2020,2,1200,2,stronger,72.3,0,0,7,14,0,3,2,130,17,1,37,2,5
20-12-2020,2,1200,2,trago amargo,72,0,0,7,15,4,3,4,112,27,1,26,4,6
20-12-2020,2,1200,2,golden je,72,0,0,4,6,0.5,3,3,111,5,1,172,25,7
20-12-2020,2,1200,2,skull trooper,72.2,0,0,2,4.75,4.75,3,3,58,13,1,101,15,8
20-12-2020,2,1200,2,eme eme,73,0,0,10,25,0,3,2,111,7,3,274,40,9
20-12-2020,2,1200,2,kingston,72.2,0,0,3,5,0,3,2,102,13,3,64,4,10
20-12-2020,3,1400,2,stafale,86.2,0,0,2,1,1.75,2,3,116,27,3,45,7,2
20-12-2020,3,1400,2,ironhide,87.3,0,0,6,15,4.25,3,3,147,19,3,65,6,1
20-12-2020,3,1400,2,never give up,88,0,0,7,8.25,15,1,3,35,2,1,32,2,3
20-12-2020,3,1400,2,hot security,88,0,0,6,9.25,11,1,3,88,12,1,74,14,12
20-12-2020,3,1400,2,matheew star,87,0,0,4,14,6.25,1,3,47,7,3,103,8,5
20-12-2020,3,1400,2,rich again,86,0,0,1,0,0,2,1,28,2,1,92,12,4
20-12-2020,3,1400,2,estambul,89.8,0,0,11,17,13,1,3,17,0,1,26,4,13
20-12-2020,3,1400,2,gold water,88.3,0,0,12,13,12,1,3,44,1,3,5,0,10
20-12-2020,3,1400,2,el ferretero,89.1,0,0,7,12,5.75,1,3,56,4,1,55,0,6
20-12-2020,3,1400,2,off limited,88,0,0,10,23,9.75,1,3,41,1,1,55,0,9
20-12-2020,3,1400,2,rey germain,88.2,0,0,1,0,22,2,1,111,5,3,9,0,14
20-12-2020,3,1400,2,sambuco,89.4,0,0,12,18,17,3,2,14,0,1,123,8,11
20-12-2020,3,1400,2,abuelo yeye,88.1,0,0,5,9.5,9.75,0,3,105,7,3,37,2,8
20-12-2020,3,1400,2,winner point,87.3,0,0,10,13,9.25,3,1,31,3,1,123,8,7
20-12-2020,6,1200,7,dream team,72.2,0,0,7,16,8.75,3,2,112,27,1,1,0,7
20-12-2020,6,1200,7,special edition,71.1,0,0,2,0.2,0,3,2,134,19,1,64,4,2
20-12-2020,6,1200,7,hispania,72,0,0,5,5.75,6.25,3,2,15,0,3,92,12,5
20-12-2020,6,1200,7,gran giocatore,70.1,0,0,1,0,0,3,3,132,26,3,124,22,1
20-12-2020,6,1200,7,gran guerrero,72.3,0,0,1,0,0,3,1,160,31,1,112,11,6
20-12-2020,6,1200,7,my titico mate,70.4,0,0,1,0,23,1,3,99,24,3,172,25,3
20-12-2020,6,1200,7,el afandi,73.1,0,0,5,4.5,15,1,2,93,6,1,11,1,4
20-12-2020,7,1900,7,palpito,124,1225,1225,1,0,0,1,1,78,13,3,16,1,8
20-12-2020,7,1900,7,una pertuti,120.3,700,700,1,0,0,3,1,139,27,3,131,26,4
20-12-2020,7,1900,7,srta macadamia,121.2,500,5100,5,9,0,3,3,166,33,3,280,42,9
20-12-2020,7,1900,7,go sexy,123,200,350,4,14,14,1,3,120,17,1,91,14,5
20-12-2020,7,1900,7,deslumbrante,119.3,6400,160,4,16,0,3,3,166,24,3,2,1,1
20-12-2020,7,1900,7,queen selema,124.2,1000,550,3,0.75,6.75,1,2,18,7,1,106,14,10
20-12-2020,7,1900,7,lasciati,121.2,600,350,1,0,0,3,3,57,8,1,131,26,3
20-12-2020,7,1900,7,reina her,121.2,280,4900,3,2.25,1.5,3,3,117,28,3,90,21,2
20-12-2020,7,1900,7,reina de co,123.4,1225,1225,6,16,2,1,1,74,6,1,65,4,12
20-12-2020,7,1900,7,sharapova,121.2,180,150,7,22,0.25,3,3,117,27,1,171,24,6
20-12-2020,7,1900,7,pantallera,122,1750,1750,2,7,0.75,3,1,75,6,1,129,6,11
20-12-2020,7,1900,7,afrodita,119.2,574,574,2,4.25,6.5,3,3,140,19,1,129,23,7
20-12-2020,8,1400,3,maestran,88.3,2700,1100,4,5,5.5,2,3,5,0,1,150,22,0
20-12-2020,8,1400,3,gorila,88.1,220,260,2,0.5,3.5,3,3,58,13,1,150,22,1
20-12-2020,8,1400,3,rey hec,87.3,220,1200,4,7.25,0.75,3,1,56,4,1,78,6,3
20-12-2020,8,1400,3,the change,87.4,250,400,1,0,0,3,1,102,13,3,92,12,5
20-12-2020,8,1400,3,gran gus,89.3,4100,1000,6,8.5,11,2,3,50,7,1,63,4,12
20-12-2020,8,1400,3,rubene,91,1400,140,8,19,12,2,1,30,1,3,37,2,10
20-12-2020,8,1400,3,super,88.1,7200,4800,9,10,4.5,3,2,28,2,1,116,25,7
20-12-2020,8,1400,3,jota,87.3,900,9200,3,1.25,11,2,3,61,5,1,102,16,4
20-12-2020,8,1400,3,sun my,89.3,10000,10000,8,9.75,14,2,3,88,12,3,63,4,13
20-12-2020,8,1400,3,rey,88,1100,550,2,1.25,11,3,1,111,5,3,9,0,2
20-12-2020,8,1400,3,charman,88.1,8300,300,8,9,4.75,3,2,93,6,1,102,16,9
20-12-2020,8,1400,3,king sip,86.4,200,1700,7,7.5,6.25,3,3,32,6,1,3,0,6
20-12-2020,8,1400,3,futuro,89.1,2400,10000,3,6.25,15,3,1,33,0,3,6,1,11
20-12-2020,8,1400,3,carnegie,90,1400,700,5,11,7,2,1,41,1,1,63,4,8
20-12-2020,9,1600,7,el dorado,97.4,1050,1050,4,4.25,0,1,1,134,13,1,88,14,2
20-12-2020,9,1600,7,my racing,98.4,400,400,7,19,0.25,3,3,114,27,1,186,27,6
20-12-2020,9,1600,7,principe,100.2,2200,2500,3,18,12,2,2,160,31,1,273,40,9
20-12-2020,9,1600,7,kandinsky,99.4,900,3800,5,25,7.5,2,3,101,13,1,165,23,3
20-12-2020,9,1600,7,elite,99.4,5000,5000,2,0.25,0.1,1,1,53,8,1,114,17,7
20-12-2020,9,1600,7,velocity,101,5200,5200,8,10.75,10.75,0,2,17,0,3,114,8,11
20-12-2020,9,1600,7,daveparker,97,300,300,1,0,0,3,3,134,26,3,122,22,4
20-12-2020,9,1600,7,ilustrado,100.6,1000,1000,4,10.75,0.25,2,3,134,19,1,88,5,1
20-12-2020,9,1600,7,trucutu,99.4,2600,2600,3,6.75,1.75,3,2,111,7,3,27,4,5
20-12-2020,9,1600,7,il filangieri,100.4,1220,1220,5,4.75,4,1,1,115,27,1,125,26,8
20-12-2020,9,1600,7,rey cotua,102.2,5000,5000,1,0,0,1,1,161,23,3,50,11,10
20-12-2020,11,2400,7,aikon,153.8,150,220,1,0,0,1,3,156,16,3,115,15,3
20-12-2020,11,2400,7,raffstar,155.8,140,200,1,0,0,1,3,117,28,3,280,42,2
20-12-2020,11,2400,7,apisto,155,250,700,3,10,1.75,3,3,120,17,1,171,24,1
20-12-2020,11,2400,7,freely,155.6,600,600,4,7.25,9.25,0,1,34,2,1,131,26,9
20-12-2020,11,2400,7,king,156.8,3500,3500,2,6.25,0.5,1,1,140,19,3,121,18,4
20-12-2020,11,2400,7,switch,157,10000,450,5,9.75,1.75,1,2,134,13,3,38,4,8
20-12-2020,11,2400,7,el gran,156.6,8200,3400,5,15,8,2,2,44,2,1,101,13,5
20-12-2020,11,2400,7,bernini,157.6,8800,7500,7,27,18,2,2,108,16,1,189,28,12
20-12-2020,11,2400,7,valrazio,155.6,250,400,2,8.75,3.25,3,3,139,27,1,38,4,7
20-12-2020,11,2400,7,mayoral,153.6,200,400,1,0,0,3,3,166,24,1,172,23,6
20-12-2020,11,2400,7,hermano,155.8,10000,10000,4,6.5,8.25,1,1,117,27,1,35,4,11
20-12-2020,11,2400,7,el de frooix,157.2,1700,1700,4,6.5,8.25,0,2,166,33,1,91,14,10
20-12-2020,12,1200,1,zacapa,76,3000,10000,7,19,9.5,3,3,35,2,3,115,15,5
20-12-2020,12,1200,1,black,75.3,4600,4600,7,18,22,1,3,44,1,1,65,4,4
20-12-2020,12,1200,1,startrek,73.4,700,700,6,0,0,0,3,166,24,1,280,42,2
20-12-2020,12,1200,1,negociada,74.3,10000,10000,17,8.25,1,1,3,34,2,1,62,3,3
20-12-2020,12,1200,1,mariecu,73.5,200,200,5,9.25,9.25,1,3,23,0,1,35,4,10
20-12-2020,12,1200,1,conchita,77.2,8700,10000,12,17,21,1,3,19,0,1,67,4,6
20-12-2020,12,1200,1,constancy,75.4,10000,10000,3,8.5,25,3,3,166,33,1,79,13,9
20-12-2020,12,1200,1,manzy,77.1,3000,10000,11,16,25,1,3,44,2,1,2,0,8
20-12-2020,12,1200,1,strength,77.2,700,700,13,19,19,1,3,120,17,1,171,24,11
20-12-2020,12,1200,1,marygol,76.2,800,900,8,17,15,1,3,139,27,1,129,23,1
20-12-2020,12,1200,1,my miss,76.2,10000,10000,9,15,18,1,3,86,2,1,35,4,13
20-12-2020,12,1200,1,la chacha,76.1,10000,1300,5,11,25,1,3,134,13,3,91,14,7
